,Unnamed: 0,slug,status_3_ratio_mean,status_3_ratio_var,latitude,longitude,ratios,ratios_length,minCapacity,maxCapacity,NAME_2
139,150,dnpzzw,0.1082820148428864,0.0241839387698792,55.883202,12.497602,"[0.14898152534343914, 0.006395073424917101, 0.14519185220274752, 0.21887550200803213, 0.13975903614457832, 0.007228915662650603]",6,60.0,300.0,Hørsholm
140,218,kpen9p,0.1070332782629218,0.0201420017513871,55.797243,12.480904,"[0.14278970970025961, 0.13122492329478405, 0.008968609865470852, 0.17677602076941232, 0.010148690110927543, 0.1722917158366769]",6,60.0,300.0,Lyngby-Taarbæk
141,140,9key76,0.1067358327438497,0.0167232237264558,55.616571,12.3517,"[0.005187455788729073, 0.17307238858759727, 0.1341664701721292, 0.1919358641829757, 0.002357934449422306, 0.13369488328224474]",6,60.0,300.0,Ishøj
142,14,2je655,0.1066942401960784,0.0364954357930639,55.057086,10.576668,"[0.15073529411764705, 0.07881433823529412, 0.09053308823529412]",3,22.0,150.0,Svendborg
143,87,7n95kg,0.1056910569105691,0.0515591470970472,55.712559,12.560633,"[0.07526132404181185, 0.13612078977932637]",2,240.0,240.0,København
144,394,zppnz7,0.1055812838785623,0.0144998622805369,56.361676,8.620159,"[0.2449406838799721, 0.2612235403582228, 0.1886485229123052, 0.2000465224470807, 0.2226099092812282, 0.24028843917190043]",6,300.0,300.0,Holstebro
145,152,dr8d96,0.1041666666666666,0.0555521893682339,55.889536,12.496199,"[0.11267605633802817, 0.09593023255813954]",2,300.0,300.0,Hørsholm
146,188,gmzwzx,0.1037491157745814,0.0334683831638537,55.394356,10.356639,"[0.00825277057297807, 0.15821740155623673, 0.1447771751945296]",3,60.0,300.0,Odense
147,43,5n5q8y,0.1035930022750451,0.0178480414701665,55.867289,9.844402,"[0.10567192280536597, 0.19887032242880678, 0.008237232289950576, 0.11320310661332078, 0.005883737349964698, 0.18969169216286186]",6,60.0,300.0,Horsens
148,154,drxx56,0.1021197626702213,0.015134822905525,55.309564,10.805103,"[0.16466713714420136, 0.019289578922606444, 0.13902611150317573, 0.13714420136438485, 0.015760997412373558, 0.17219477769936486, 0.01787814631851329, 0.1305575158786168, 0.12255939778875559]",9,60.0,300.0,Nyborg
149,67,62z2dj,0.1021063346644741,0.0229234549601236,55.654425,12.40528,"[0.018297533810660304, 0.1105807478122514, 0.12609387430389818, 0.15832746065304204, 0.11862814188395583, 0.039934225980737606]",6,60.0,300.0,Brøndby
150,274,qk2wk2,0.1004471168670983,0.0330622309652893,55.059204,10.608146,"[0.09320074005550416, 0.08209990749306198, 0.12604070305272896]",3,22.0,75.0,Svendborg
151,270,pzgqw6,0.0970544104872462,0.0187114372968278,56.103765,10.145462,"[0.1781568348732528, 0.00923951670220327, 0.13764510779436154, 0.1257995735607676, 0.009476427386875147, 0.12200900260601753]",6,60.0,300.0,Århus
152,107,8ey3gw,0.0964604591836734,0.0457960800947172,55.889536,12.496199,"[0.10427295918367346, 0.08864795918367346]",2,300.0,300.0,Hørsholm
